Rank,Score,Programming Skills,Driver Skills,Highest Programming Skills,Highest Driver Skills,Highest Programming Score Timestamp,Highest Driver Score Timestamp,Highest Programming Score Stop Time,Highest Driver Score Stop Time,Team Number,Team Name,Organization,Event Region,Country / Region
182,265,111,154,111,158,2023-02-11 14:18:31,2023-01-28 15:32:12,0,0,1075C,Chaos,Heights Robotics,Indiana,United States
183,265,81,184,81,184,2022-12-04 21:16:07,2022-12-04 19:23:36,0,0,2496Y,BHS Robopatties Y,Arnold O. Beckman High School,California - Region 4,United States
184,264,105,159,128,159,2023-01-14 17:10:56,2023-02-18 20:24:56,0,0,7110A,Fired Up!,CARROLL HIGH SCHOOL,Texas - Region 2,United States
185,264,100,164,100,170,2023-02-04 20:49:22,2022-12-17 19:23:19,30,0,569C,NightHawk Robotics Club,MURRIETA VALLEY HIGH,California - Region 4,United States
186,263,142,121,142,159,2023-01-07 00:33:20,2023-01-28 16:00:15,0,0,74100A,V0!D,CONCORDIA JR/SR HIGH SCHOOL,Nebraska,United States
187,263,132,131,132,131,2023-02-10 04:02:19,2023-02-10 02:06:19,0,0,86888X,Invincible Planck NB,Invincible Planck Club,China,China
188,263,108,155,108,155,2023-01-21 14:24:24,2023-01-21 16:15:24,0,0,288A,RoboDawgs: Void!,Grandville High School,Michigan,United States
189,263,101,162,101,162,2023-02-20 03:32:02,2023-02-21 01:00:56,15,0,1037A,Molokai Robotics,MOLOKAI HIGH SCHOOL,Hawaii,United States
190,263,73,190,97,190,2022-12-02 19:02:41,2023-02-12 20:56:59,18,0,9364A,Iron Eagles - AJAX,Brentwood Academy,Tennessee,United States
191,262,121,141,121,187,2023-01-14 15:36:16,2023-02-11 20:53:27,0,0,8110D,Dumplings,Mankato West Robotics,Minnesota,United States
192,262,97,165,97,173,2023-02-04 16:20:01,2023-01-28 17:08:41,18,0,9909W,Walter,MIDDLETOWN HIGH SCHOOL,Southern New England,United States
193,262,76,186,76,186,2023-01-28 23:05:24,2023-01-28 20:43:51,0,0,6627X,Knight Time Bots X,FOOTHILL HIGH,California - Region 4,United States
194,262,73,189,73,189,2023-02-04 02:18:37,2023-02-03 23:35:07,0,0,7316R,Rigatoni,FIRESTONE HIGH SCHOOL,Ohio,United States
195,261,130,131,130,145,2023-02-18 17:58:48,2023-02-04 03:45:09,0,0,9181M,Matéo,Seaquam Secondary,British Columbia (BC),Canada
196,261,98,163,103,163,2023-02-11 19:59:37,2023-02-18 16:13:53,0,0,338A,Iterated,High Caliber Robotics,Kentucky,United States
197,260,109,151,109,151,2023-02-18 17:19:08,2023-02-18 19:01:51,0,0,18670C,Mt Seymour Robotics,North Vancouver,British Columbia (BC),Canada
198,260,77,183,77,184,2023-02-11 16:35:35,2023-01-27 23:26:58,47,0,64040C,Lake George Warriors,Lake George Junior-senior High School,New York-North,United States
199,259,124,135,124,135,2023-02-19 01:29:21,2023-02-19 01:28:39,0,0,1010A,Amogus,West Vancouver School District,British Columbia (BC),Canada
200,259,118,141,118,141,2023-02-18 19:46:12,2023-02-18 17:11:49,0,0,16099B,Overclock,KG Computech,New York-South,United States
201,259,113,146,113,162,2023-01-29 17:37:08,2023-01-17 16:41:32,5,0,20164X,SharX,CHARLES J. COLGAN SR. HIGH,Virginia,United States
202,259,112,147,112,154,2022-12-16 21:08:20,2023-02-04 19:40:04,0,0,39K,Rest in Pieces,CRANBROOK SCHOOLS,Michigan,United States
203,259,92,167,92,167,2023-02-11 17:28:43,2023-02-11 16:38:56,0,0,6121C,The Pioneers,CONESTOGA SHS,Pennsylvania - East,United States
204,258,140,118,140,118,2023-01-20 17:50:22,2023-01-20 22:07:45,0,0,39Z,Bobby Wasabi,CRANBROOK SCHOOLS,Michigan,United States
205,257,110,147,110,147,2023-02-04 22:03:01,2023-02-04 22:27:59,0,0,72711P,Σ^3,Webb Students,California - Region 4,United States
206,257,95,162,95,188,2023-01-29 22:32:13,2023-02-12 22:24:59,0,0,295S,PART S,Placer Advanced Robotics and Technology,California - Region 2,United States
207,257,73,184,73,184,2023-02-18 15:41:48,2023-02-18 19:16:57,0,0,77275A,Axon,Spark Academy of Advanced Technologies,New Hampshire/Vermont,United States
208,256,91,165,91,165,2023-02-11 23:33:07,2023-02-12 18:19:56,0,0,3150A,Silver Owl,Silver Owl Robotics Club,Ontario,Canada
209,256,87,169,87,169,2023-02-12 22:40:26,2023-02-12 22:09:53,0,0,82855S,STL Supernova,St. Theresa of Lisieux C.H.S.,Ontario,Canada
210,256,85,171,85,171,2023-01-28 13:46:13,2023-01-28 16:26:35,33,0,2616W,Whiplash,CHERRY HILL HIGH SCHOOL EAST,New Jersey,United States
211,255,106,149,106,149,2023-02-06 00:04:03,2023-02-06 19:48:03,0,0,51581S,System Overload,The Dalles High School,Oregon,United States
212,255,77,178,77,178,2023-02-18 22:28:00,2023-02-18 20:53:08,39,0,937X,Aurora,Private,Arizona,United States
213,254,95,159,95,159,2023-01-07 13:45:13,2023-01-07 17:05:08,0,0,79267A,Swamp Bots,River Bluff High School,South Carolina,United States
214,254,56,198,56,198,2023-02-19 17:30:03,2023-02-19 17:19:05,0,0,920B,SLO - Botics,San Luis Obispo High School,California - Region 3,United States
215,253,107,146,107,146,2023-02-03 18:39:18,2023-02-03 14:31:22,0,0,98709X,Shirebots,DAYSPRING ACADEMY,Tennessee,United States
216,253,94,159,94,159,2023-02-16 18:57:17,2023-02-16 21:50:31,0,0,36830C,Duck,AUBURN HIGH SCHOOL,Alabama,United States
217,253,89,164,89,164,2023-02-11 17:00:44,2023-02-11 15:43:34,0,0,6741A,Arcturus,PICKERINGTON HIGH SCHOOL CENTRAL,Ohio,United States
218,252,124,128,124,128,2023-02-19 23:46:27,2023-02-20 01:02:17,0,0,2055A,Capybaras,Mi3L School,Ontario,Canada
219,252,105,147,105,147,2023-02-18 15:53:41,2023-02-18 00:19:08,0,0,44691R,Gold Rush,WOOSTER HIGH SCHOOL,Ohio,United States
220,252,100,152,100,152,2023-01-21 04:39:45,2023-01-21 21:42:38,0,0,10T,Exothermic Titans,Exothermic Robotics,Washington,United States
221,252,89,163,89,164,2023-01-14 17:28:38,2023-01-21 18:56:17,8,0,32792B,COGNEX,Winter Park High School,Florida - North/Central,United States
222,252,70,182,79,182,2023-02-04 21:12:18,2023-02-18 20:41:34,50,0,6627B,Knight Time Bots B,FOOTHILL HIGH,California - Region 4,United States
223,251,120,131,120,163,2023-01-14 19:49:21,2023-02-04 19:55:16,0,0,5155E,Cereal Killers,CROSS COUNTY HIGH SCHOOL,Nebraska,United States
224,251,116,135,116,141,2023-01-17 13:25:50,2022-10-15 13:29:40,0,0,3796F,Pay Respects,J. L. MANN HIGH ACADEMY,South Carolina,United States
225,251,111,140,111,140,2023-02-18 19:53:55,2023-02-18 18:48:25,0,0,4583X,Sushi Warriors,Samurai Robotics,Texas - Region 3,United States
226,251,106,145,106,145,2023-02-11 15:00:52,2023-02-11 02:06:23,0,0,3142W,Paideia Robotics,Paideia School,Georgia,United States
227,251,75,176,87,176,2023-01-28 13:03:45,2023-02-05 13:11:07,10,0,1408F,Floppy,King Henry VIII School,United Kingdom,United Kingdom
228,251,80,171,80,180,2023-01-07 02:54:22,2023-02-11 15:19:14,0,0,2011J,Jester,BRECKSVILLE-BROADVIEW HEIGHTS HIGH SCHOOL,Ohio,United States
229,250,106,144,106,144,2023-02-11 21:01:36,2023-02-11 16:17:29,17,0,536C,Life,XAVIER HIGH SCHOOL,Wisconsin,United States
230,250,98,152,98,152,2023-01-28 21:05:16,2023-01-28 22:21:24,5,0,334F,Supernova Robotics,SCIENCE ACADEMY STEM MAGNET,California - Region 4,United States
231,250,53,197,53,197,2022-12-16 08:41:09,2022-12-17 02:10:33,35,0,9123A,Shanghai RuiGuan Team 9123A,ShangHai RuiGuan Robotics Activity Center,China,China
232,249,123,126,123,177,2023-02-11 17:35:54,2023-02-18 17:36:03,18,0,2011A,Asymmetrical,BRECKSVILLE-BROADVIEW HEIGHTS HIGH SCHOOL,Ohio,United States
233,249,106,143,106,147,2022-12-02 17:31:09,2023-02-04 17:26:11,0,0,5150H,Mad Hatters - Havoc,DANBURY HIGH SCHOOL,Southern New England,United States
234,249,100,149,100,149,2023-01-22 23:12:14,2023-01-22 23:47:21,0,0,93199G,Gear Grinders,Private team,Washington,United States
235,248,113,135,113,144,2022-12-16 23:46:51,2023-02-18 14:50:22,0,0,74100X,Great Grandson of Jank,CONCORDIA JR/SR HIGH SCHOOL,Nebraska,United States
236,248,110,138,110,139,2023-02-18 22:53:51,2023-02-11 21:44:08,0,0,6030J,Jesters,Arizona College Prep - Erie,Arizona,United States
237,248,102,146,102,149,2023-02-18 19:02:28,2023-02-12 19:17:29,0,0,343G,Beefbot,ST ALBANS SCHOOL,District of Columbia,United States
238,248,79,169,79,169,2022-12-17 16:13:17,2022-12-17 18:44:05,49,0,5408D,Sachse Dynamo,SACHSE HIGH SCHOOL,Texas - Region 2,United States
239,247,113,134,113,134,2023-02-18 15:34:32,2023-02-18 14:40:31,0,0,52455A,Hyper Resolution,Beaufort High,South Carolina,United States
240,247,80,167,80,167,2023-02-11 14:54:30,2023-02-11 16:37:06,0,0,91416X,Lechuga,Wahoo Robotics,Nebraska,United States
241,246,123,123,123,161,2023-01-14 21:13:18,2023-01-21 18:57:15,0,0,39313Z,Insomniac Black,ASOTIN JR SR HIGH,Washington,United States
242,246,103,143,111,143,2023-01-14 15:38:38,2023-01-28 19:57:11,0,0,5E,DPFC (Dolly Parton Fan Club),RAVENNA SENIOR HIGH,Nebraska,United States
243,246,101,145,101,145,2023-01-13 02:27:05,2023-01-13 23:32:44,0,0,901P,μ=0,The American School in Japan,Japan,Japan
244,246,97,149,97,149,2023-02-06 21:23:41,2023-02-06 23:48:10,0,0,99067C,Electro Jagwires,Desert Ridge High School,Arizona,United States
245,246,90,156,90,158,2023-02-12 00:12:16,2023-02-19 19:00:02,0,0,315N,Paradigm,Paradigm,California - Region 2,United States
246,245,156,89,156,89,2023-02-18 18:36:56,2023-02-18 20:32:39,0,0,77787B,World Controller,SVRA,California - Region 2,United States
247,245,113,132,113,132,2023-02-03 03:11:05,2023-02-03 08:23:31,0,0,453X,453X Robotics,Morrison Academy Taichung,Chinese Taipei,Taiwan
248,245,93,152,93,184,2023-02-11 16:30:25,2023-01-14 17:31:24,0,0,8110G,Static Core,Mankato West Robotics,Minnesota,United States
249,245,85,160,85,160,2023-01-27 19:49:30,2023-01-27 20:08:44,0,0,7157X,Fire Breathing Bears,Bears Robotics @ Chittenango High School,New York-North,United States
250,245,58,187,58,187,2023-02-10 01:14:12,2023-02-10 01:13:54,0,0,7258C,HSch Attached to BUT-3,High School Attached to Beijing University of Technology,China,China
251,244,104,140,104,140,2023-02-04 15:38:47,2023-02-04 15:46:33,33,1,6323X,Vex Velociraptors,Desert Vista High School,Arizona,United States
252,244,93,151,93,151,2023-02-18 23:06:39,2023-02-18 23:16:38,0,0,7700S,Rolling Robots,Rolling Robots,California - Region 4,United States
253,243,114,129,114,129,2023-02-11 20:59:50,2023-02-11 21:41:53,0,0,50075A,Oak Hill Robotics,OAK HILL HIGH SCHOOL,Indiana,United States
254,243,110,133,110,133,2023-02-11 15:35:41,2023-02-11 16:54:15,0,0,2008A,RAZEM,RAZEM Robotics,Southern New England,United States
255,243,79,164,79,164,2023-02-06 21:43:40,2023-02-06 17:58:28,0,0,89040B,Dread Pirates,MOAPA VALLEY HIGH SCHOOL,Nevada,United States
256,243,78,165,78,165,2023-02-17 01:13:16,2023-02-17 01:36:24,0,0,7368W,CCHS Anxiety,Covenant Christian High School,Indiana,United States
257,242,72,170,86,172,2023-01-21 15:14:26,2023-02-04 16:32:48,0,0,750B,Blitz,SOUTH BRUNSWICK HIGH SCHOOL,New Jersey,United States
258,242,79,163,85,166,2022-10-08 14:17:15,2022-12-10 17:04:27,0,0,36905X,Cyber Nuts Robotics,Cyber Nuts Robotics,Missouri,United States
259,242,83,159,83,159,2023-02-04 18:47:21,2023-02-04 21:09:03,0,0,34532A,Dragon Robotics,PINECREST GLADES PREPARATORY ACADEMY MIDDLE HIGH SCHOOL,Florida - South,United States
260,241,102,139,102,139,2022-11-19 20:10:46,2022-11-19 17:24:21,0,0,8675W,Wuzzy,NRAI,Nebraska,United States
261,240,116,124,116,124,2023-02-18 19:25:00,2023-02-18 21:03:37,0,0,2854T,Sleepy Joe,Lake Creek High School,Texas - Region 3,United States
262,240,111,129,111,129,2023-02-18 18:10:56,2023-02-18 20:03:34,0,0,4886S,String Theory,Thetford Academy,New Hampshire/Vermont,United States
263,240,106,134,106,134,2023-01-21 13:53:10,2023-01-21 14:16:21,0,0,43779Z,D0AH B0YZ (+GRL),SHENANDOAH HIGH SCHOOL,Ohio,United States
264,240,75,165,86,165,2022-12-01 16:45:16,2022-12-10 17:10:34,38,0,1082C,Le Fishee,LOVEJOY HIGH SCHOOL,Texas - Region 2,United States
265,240,83,157,83,157,2022-12-02 08:54:44,2022-12-02 05:48:22,38,0,4253H,Raid Zero H,Taipei American School,Chinese Taipei,Taiwan
266,240,81,159,81,169,2023-01-21 16:21:03,2022-12-17 16:13:52,0,0,2616K,Knights of Stars,CHERRY HILL HIGH SCHOOL EAST,New Jersey,United States
267,239,120,119,120,134,2022-12-29 00:59:11,2023-01-14 20:02:38,0,0,1011G,Ten Ton Robotics,West Vancouver School District #45,British Columbia (BC),Canada
268,239,112,127,112,127,2023-01-21 20:01:29,2023-01-21 17:23:20,0,0,18271A,CAT-A-Strophic,Wood County Christian School,West Virginia,United States
269,239,112,127,112,127,2023-02-05 16:03:05,2023-02-05 16:32:37,0,0,2602B,Hopkinetics Bionic,HOPKINTON HIGH,Southern New England,United States
270,239,100,139,100,139,2023-02-11 21:25:34,2023-02-11 19:09:10,0,0,12457A,Mach 5,Mach 5,Washington,United States
271,239,88,151,88,151,2023-02-11 05:36:21,2023-02-11 05:03:24,0,0,8059B,Blank.,Anglo-Chinese School (Independent),Singapore,Singapore
272,238,99,139,99,139,2023-02-18 18:44:32,2023-02-18 15:05:30,0,0,96504D,The Mad Scientists,Brentwood High School,Tennessee,United States
273,238,76,162,82,162,2022-11-12 17:06:43,2022-10-29 18:21:30,0,0,64811A,OverHeat,ELYT ROBOTICS,Ohio,United States
274,238,81,157,81,157,2023-02-04 22:30:11,2023-02-05 16:55:26,30,0,5760B,UnBEARable,Father Patrick Mercredi High School,Alberta/Saskatchewan,Canada
275,237,109,128,109,141,2023-01-11 23:27:14,2023-01-14 17:49:18,0,0,12G,Puzzles?,The Potomac School,Virginia,United States
276,237,100,137,100,137,2023-02-19 14:56:51,2023-02-19 17:09:00,0,0,82997A,Horsepower,MONTINI CATHOLIC HIGH SCHOOL,Illinois,United States
277,237,91,146,91,156,2022-12-04 19:50:40,2023-02-18 18:47:24,15,0,330Z,G1,G1,California - Region 4,United States
278,237,75,162,75,162,2023-01-28 22:07:08,2023-01-28 20:09:27,41,2,10955M,MJS Robotics,MJES,Washington,United States
279,236,102,134,109,143,2023-02-11 19:26:55,2023-01-12 01:27:22,0,0,11124K,Westy's Besties,ELYRIA HIGH SCHOOL,Ohio,United States
280,236,90,146,90,155,2023-02-04 17:14:56,2023-01-21 21:02:11,24,0,7842X,The Unknown Variable,Robotics71 - School District #71,Vancouver Island (BC),Canada
281,236,86,150,86,150,2023-02-18 18:01:41,2023-02-18 16:43:09,0,0,7110S,Fired Up!,CARROLL HIGH SCHOOL,Texas - Region 2,United States
282,235,109,126,109,126,2023-02-18 00:28:45,2023-02-17 23:37:16,0,0,7882C,Golden Girls,MAHONING CAREER & TECHNICAL,Ohio,United States
283,235,101,134,101,154,2023-01-14 20:50:59,2023-02-06 17:52:27,0,0,2131F,Real Housewives of DHS,DAVIS HIGH,Utah,United States
284,235,86,149,86,149,2023-01-07 16:14:21,2023-01-07 16:49:04,0,0,2501J,Full Metal Jackets,THOMAS JEFFERSON HIGH SCHOOL,Iowa,United States
285,235,79,156,79,156,2022-08-14 03:13:46,2022-08-14 04:05:34,0,0,8223A,BJ NO.80八十中学 A,Beijing NO.80 High School,China,China
286,235,64,171,64,171,2023-02-11 20:00:26,2023-02-11 18:02:39,54,0,6277B,RoboCavs,THE HARVEY SCHOOL,New York-South,United States
287,234,109,125,109,125,2023-02-18 14:59:39,2023-02-18 19:28:52,18,0,70407R,Refraction,Meahagh Robotics,New York-South,United States
288,234,102,132,105,132,2023-02-11 13:14:39,2023-02-18 15:56:27,0,0,41076A,Camel Bots,CAMPBELL COUNTY HIGH SCHOOL,Kentucky,United States
289,234,102,132,102,132,2023-02-11 15:24:26,2023-02-11 16:23:24,0,0,18891A,G-4s,Granby 4-H Club,Southern New England,United States
290,233,104,129,105,134,2023-01-21 18:41:18,2022-12-17 19:24:04,0,0,3141A,In Transit,Gross Catholic Robotics,Nebraska,United States
291,233,100,133,100,133,2023-02-11 16:21:22,2023-02-11 16:42:08,10,0,64040B,Lake George Warriors,LAKE GEORGE High School,New York-North,United States
292,233,96,137,96,167,2023-01-29 21:24:28,2023-02-18 17:33:26,0,0,1011A,Ten Ton Robotics,West Vancouver School District #45,British Columbia (BC),Canada
293,233,94,139,94,139,2023-02-11 00:47:46,2023-02-11 02:19:18,0,0,8682C,Crimson Dragons,Newton College and Career Academy,Georgia,United States
294,233,88,145,88,145,2023-02-04 14:32:40,2023-02-04 17:52:00,0,0,3264Z,Don't Tell Grayson,NORWALK HIGH SCHOOL,Ohio,United States
295,233,77,156,77,163,2023-02-20 01:11:37,2023-02-09 04:41:10,40,0,10K,Exothermic Potassium,Exothermic Robotics,Washington,United States
296,232,103,129,103,129,2023-01-21 15:46:31,2023-01-21 17:01:53,0,0,5956A,Bangarang,TIMBER CREEK HIGH,Florida - North/Central,United States
297,232,96,136,96,138,2022-12-07 09:49:04,2022-12-21 11:47:47,0,0,1737K,Ürei,International Robotics Academy,Kazakhstan,Kazakhstan
298,232,93,139,93,139,2023-02-18 16:58:28,2023-02-18 20:25:41,0,0,57249D,Raptor Robotics - The Professionals,Ravenwood High School,Tennessee,United States
299,232,91,141,91,141,2023-02-04 16:34:21,2023-02-04 15:51:22,0,0,9447G,L.E.G.O.S.,PALMETTO SCHOLARS ACADEMY,South Carolina,United States
300,232,88,144,88,144,2023-02-18 17:59:00,2023-02-18 19:35:10,0,0,18670B,Mt Seymour Robotics,North Vancouver,British Columbia (BC),Canada
301,232,83,149,83,149,2023-02-19 00:00:55,2023-02-18 20:29:53,0,0,11101B,Barcbots Getting There,Barcbots,California - Region 2,United States
302,231,107,124,107,124,2023-01-06 18:29:30,2023-01-06 18:53:51,0,0,11777C,MONTE,NAMPA CHRISTIAN SCHOOLS,Idaho,United States
303,231,95,136,95,142,2023-02-11 13:23:43,2023-02-18 15:55:02,0,0,421H,Indian Hill Robotics Club,INDIAN HILL HIGH SCHOOL,Ohio,United States
304,231,89,142,89,142,2023-02-04 17:35:20,2023-02-04 18:22:23,0,0,63857D,Out of Stock,Mashpee High School,Southern New England,United States
305,231,65,166,88,166,2023-02-06 23:22:37,2023-02-12 01:22:47,0,0,58418B,Interstellar,,California - Region 2,United States
306,231,83,148,83,148,2023-02-16 16:19:13,2023-02-16 18:53:57,0,0,81218D,D Monkeys,Loveless Academic Magnet Prog High School,Alabama,United States
307,231,58,173,59,173,2022-11-05 16:09:57,2023-02-06 19:59:01,0,0,2131R,God Save the Queen,DAVIS HIGH,Utah,United States
308,230,113,117,113,117,2022-12-29 00:29:34,2022-12-29 00:41:03,0,0,9181E,Eggs,Seaquam Secondary,British Columbia (BC),Canada
309,230,93,137,98,137,2023-01-28 17:50:30,2023-02-04 19:44:28,0,0,98377G,Tigris ex Machina VII,TECHNICAL SENIOR HIGH,Minnesota,United States
310,230,97,133,97,133,2023-02-20 02:37:18,2023-02-20 01:22:36,31,0,3685B,Searider Tech,Waianae High School,Hawaii,United States
311,230,76,154,84,154,2022-12-02 22:36:46,2022-12-18 16:54:50,0,0,7405R,Millburn Riptide,Millburn High School,New Jersey,United States
312,230,82,148,82,182,2023-02-11 18:23:44,2023-02-16 01:47:11,30,0,1075A,Acros,Heights Robotics,Indiana,United States
313,230,61,169,66,169,2023-02-04 16:23:08,2023-02-18 17:35:59,0,0,57711X,Rocky,Alchemy Global STEM Institute,Tennessee,United States
314,229,103,126,103,126,2023-02-18 19:47:36,2023-02-18 17:54:11,0,0,20480Y,Flared Bingus,SKYLINE HIGH SCHOOL,Texas - Region 2,United States
315,229,83,146,83,146,2023-01-20 20:48:34,2023-01-20 17:56:50,0,0,2263Z,Z Force,Hogar Colegio La Milagrosa,Puerto Rico,Puerto Rico
316,229,76,153,76,153,2023-02-20 00:32:38,2023-02-20 01:47:33,35,0,946R,Rock Lobsters,Better With Butter,Colorado,United States
317,228,97,131,97,145,2023-02-11 15:14:53,2023-02-04 16:17:46,0,0,6121F,The Pioneers,CONESTOGA SHS,Pennsylvania - East,United States
318,228,96,132,96,132,2023-02-18 20:06:00,2023-02-18 18:41:26,0,0,3735C,Error 404,Klein High School,Texas - Region 3,United States
319,228,93,135,93,135,2023-01-21 21:06:44,2023-01-21 22:07:21,0,0,9328Z,Shasta Robots,SHASTA HIGH,California - Region 1,United States
320,228,92,136,92,144,2023-02-14 23:19:40,2023-02-13 23:51:51,0,0,60883F,Forsaken,AKRON STEM HIGH SCHOOL,Ohio,United States
321,228,81,147,90,147,2023-02-11 18:19:50,2023-02-18 15:44:01,0,0,62629W,Iron Patriots Mk. 1,WHEELING PARK HIGH SCHOOL,West Virginia,United States
322,228,80,148,80,148,2023-02-19 00:34:39,2023-02-18 23:04:22,0,0,95111V,Garage Productions,Creative Learning Foundation,California - Region 2,United States
323,228,46,182,53,184,2023-01-21 19:12:13,2023-02-11 19:17:43,36,0,5686E,Ringdown,MAZAMA HIGH SCHOOL,Oregon,United States
324,227,107,120,107,135,2022-11-12 16:36:07,2023-01-21 18:29:31,0,0,5956F,Bangarang,Timber Creek High School,Florida - North/Central,United States
325,227,81,146,93,147,2023-02-04 03:59:36,2022-11-12 07:43:34,0,0,96969Y,PAS1,Pacific American School,Chinese Taipei,Taiwan
326,227,90,137,90,137,2023-02-11 15:53:55,2023-02-11 19:22:06,0,0,33011Z,CriticalError-RedRingOfDeath,Critical Error Robotics,North Carolina,United States
327,227,86,141,86,141,2023-02-16 21:42:51,2023-02-16 21:15:55,0,0,81218S,Goofuses,Loveless Academic Magnet Prog High School,Alabama,United States
328,227,78,149,78,149,2022-12-04 22:06:24,2022-12-04 21:49:13,17,0,2496J,BHS Robopatties J,Arnold O. Beckman High School,California - Region 4,United States
329,227,78,149,78,149,2023-02-11 15:32:28,2023-02-11 01:45:47,0,0,33344C,Whitewater Robotics C,Whitewater High School,Georgia,United States
330,227,72,155,72,155,2022-11-13 19:26:52,2022-11-13 22:53:27,38,0,334Z,Supernova ZZZZZZzzzz……,SCIENCE ACADEMY STEM MAGNET,California - Region 4,United States
331,227,68,159,68,159,2023-02-18 21:54:29,2023-02-18 20:59:17,0,0,1104X,Discobots X,Brampton Robotics Education,Ontario,Canada
332,227,66,161,66,161,2023-02-18 17:41:08,2023-02-18 15:41:34,0,0,38141B,PiBotics B,Ignite Institute,Kentucky,United States
